sentence,kmeans_cluster,x,y
freeship 3 đơn shop,9,0.794466,17.410917
đỏ xanh hỏng nè shop,9,-12.423413,9.49157
shop bgio nghỉ tết,9,-37.490681,15.09265
shop báo giá kia tưởng hàng,9,6.368197,28.245493
kèm bơm,9,-22.303632999999998,22.480729999999998
gắn,9,-31.807866999999998,7.280489
rời,9,-31.168287,9.040525
báo giá giúp,9,-15.438645999999999,37.043827
mua ghế bố đón bé đi học viện cảm ơn,9,-2.053076,6.674549000000001
1 2 hôm,9,-9.505664,30.865675
thảm khuyến mại kh,9,-16.461294,12.918297
kiên giang shop,9,-2.3829849999999997,10.334072
hihi vovo 2 chiều,9,-12.090769,12.581395
bóc nguyên hộp,9,-21.593344000000002,6.425633
lắp đâi,9,-27.872358000000002,0.792505
bàn nhạc kia giá khuyến mại mua,9,-3.213205,28.298681
shopee kịp shio shop,9,-11.117327000000001,2.669355
2 mấy,9,-5.082939,30.64315
mua combi,9,-24.3155,11.81351
xe combi handy s aprica karoon mua,9,-28.750256,17.754301
shop cửa hnao,9,-5.1211459999999995,12.293626
gối mấy,9,-11.977839999999999,11.744657
mấy xếp,9,-12.727706,12.288372
gửi hả shop,9,-13.241710999999999,32.637566
tly 3 5 triệu bớt,9,-25.630882,7.443059
shop thể up mom quan tâm mua giuap,9,-33.688313,12.364333
bé 1 tgian ngắn,9,-20.532907,24.208520999999998
mua nôi rung shop,9,2.455159,22.323608
shop quẹt thẻ,9,-37.369392,16.514942
hộp đựng bát đĩa trẻ,9,-27.256714000000002,5.645830999999999
shop hình,9,-12.954966,31.062443
shop chữ y,9,-2.336769,12.575966000000001
đặt chắn 2m 2m2 hàng,9,-7.4466,4.626256
1 nồi đỏ ok,9,-13.939914000000002,9.679538
nôi,9,-4.207433,22.264689999999998
rung động,9,-21.812799,7.6810149999999995
đặt 1 đoàn tàu xếp hình toys house,9,-14.493489000000002,7.711178
toys house,9,-31.397555999999998,24.757191
giá ghế mastela mấy hấp 5in1 babymoov,9,-11.349452000000001,28.511728
shop thể cài đặt vận,9,-6.6681539999999995,3.383285
ghế ô tô zaracos aroma 7196 giá sản phẩm,9,-8.146499,9.276202
ảnh mã cũ,9,-13.382648000000001,6.51719
2 mẫu beko 1 2 mã,9,-4.995794,29.186308
mẫu mẫu vovo 2 chiều ok,9,-3.157251,25.550644000000002
hộp trang size,9,-6.03325,22.931820000000002
1 đàn ghita,9,-20.702942,18.798285
ship 1 bóng tập bò,9,-2.0567439999999997,30.638165
2 khay,9,-26.446521999999998,14.180582999999999
