sentence,kmeans_cluster,x,y
hi shop,4,18.385310999999998,22.477695
shop lận,4,12.367118,2.160903
shop ship,4,26.227853999999997,-14.939142000000002
shop hàng ship,4,20.833475,-14.969141
tầm 6h ship,4,15.364332000000001,-19.968866000000002
ship 2,4,21.663335999999997,-8.201602000000001
6 kịp hả,4,3.70981,-0.802519
máy medela shop,4,24.175104,11.216789
chiều ship mẫu,4,21.019629000000002,-8.368675
bình uống ống hút,4,19.606119,5.488192
shop máy xay hấp babymoov giá bao nhiêu,4,32.218834,15.345773000000001
bể bơi,4,9.999544,-5.250483999999999
giá máy tiệt trùng uv,4,31.989407,6.009752
máy,4,36.670559000000004,4.730911
máy đèn dự phòng đi kèm,4,16.722403,11.749231
đi kèm máy món,4,23.609614999999998,12.792796000000001
xe đi phí,4,21.459877,-5.31029
sửa shop,4,15.084925,19.299488
máy cháu gãy trục bánh trục lái bánh í,4,12.724699000000001,6.33055
phụ kiện,4,8.149424,0.24968800000000002
shop gưit,4,17.189536999999998,0.08569199999999999
hihi giá,4,16.132568,28.476485999999998
hãng,4,2.572819,1.501755
shop chậu tắm thành bé,4,30.139162,-16.323626
xe nhựa ship cod,4,16.779097,-6.1100449999999995
tiền hàng,4,22.752756,-13.700257
tổng đi,4,16.278809,-4.029001999999999
moả kí 1090k ship tây ninh bao nhiêu shop,4,30.045099,-6.373275
lỗi shop,4,9.286843,22.634123000000002
oki shop,4,8.725785,5.204043
sấy khô sấy khô,4,19.713354000000002,6.882882
máy tiệt trùng bình sữa fat,4,30.454655,3.014287
máy bao nhiêu,4,36.039169,10.480888
đồ trung quốc kg,4,3.671204,-4.475793
máy baby moov xay hâm tiệt trùng,4,26.612728000000004,4.30945
rô bao nha,4,13.133219,-12.851559
máy sale gia bao nhiêu shop,4,33.255772,15.025838
hi shop,4,18.394743,22.490510999999998
shop njiu,4,17.650854000000002,-0.008081999999999999
xe đẩy bé 2m giá 1tr5 nha cảm ơn,4,8.661806,21.628931
bao tiền abnj,4,30.670178999999997,19.069597
tầm 6h ship,4,15.363207000000001,-19.966635
máy điện giá nhiêu shop,4,35.138611,15.753070000000001
shop ship hàng,4,20.833170000000003,-14.968696
4 triệu y,4,3.3827879999999997,-2.1816150000000003
đấy shop,4,7.684275,25.332051999999997
hic shop,4,13.657098000000001,21.681047
oki shop,4,8.724849,5.204181
shopee mục chắn 12 chỉ 36,4,2.493252,8.77989
shop ship cod tỉnh,4,16.738485,-20.444956
tặng,4,19.300426,15.086942
giá 425k,4,17.040395999999998,27.533886
mã shop,4,13.168184,21.370016
vay ship cod ha shop,4,15.274607000000001,-13.447231
nếu minh khuyến mại co giam shop,4,9.992832,-7.1365229999999995
shop ship 1 set,4,7.824955,20.324493
thuê đồ bé chỉ,4,3.8401680000000002,9.699957000000001
shop ship nai ạh,4,14.472028,-14.567445000000001
chả mã giá,4,7.9520789999999995,17.222202
máy thân 5t,4,15.960013,6.927884
shop máy hút sữa medela lý,4,26.10784,7.716636
máy máy đun sôi ndo yêu cầu đun sôi,4,14.437318,7.835133
shop máy pha sữa tiny nhiệt độ tối đa bao nhiêu,4,30.068891999999998,14.932615
quà tặng 2 bình sữa ưu đãi,4,18.706713,7.931633000000001
hai,4,4.7536,-4.7337940000000005
ship ngựa,4,28.560259000000002,-11.381148
giá vịt,4,16.345926000000002,28.268310999999997
tối đa bso nhiêu tuoỉ,4,9.291361,-10.134089999999999
báo ship,4,22.863607000000002,-13.255562
ship mỹ đình bao nhiêu ship lắp,4,31.883217,-12.270672
mua trực tiếp pagé giá shopee thiện chí,4,12.198761,-7.564189999999999
ship quy nhơn bao nhiêu,4,32.302814,-6.287514
ship đồng nai bao nhiêu shop,4,32.712486,-11.686424
máy nài bao nhiêu,4,32.33419,14.342076
toán shop,4,-0.935312,2.161875
ok shop shop ship giúp,4,19.823892999999998,-15.4716
ship nai bao shop,4,31.816126,-10.016049
