sentence,kmeans_cluster,x,y
ship bao nhiêu free,3,-17.529234,-28.841124
shop,1,-0.465529,-3.76755
hải dương phí ship bao nhiêu,0,-18.34631,33.584957
uki cảm ơn,0,-6.289732,43.356201
cảm ơn ship hôm bố,0,2.285904,31.191202
ok,2,35.08173,-3.428155
shop xe,4,-28.961966,7.011035
cảm ơn tầm 8h ship,0,-11.224135,44.509148
ok,2,32.40958,1.85235
ok,2,32.40958,1.85235
tiền ship bao nhiêu,3,-19.276642,-35.974117
tiền ship bao nhiêu shop chắn tài khoản tiền,0,-0.217904,27.404444
ok,2,35.08173,-3.428155
shop,1,-4.661442,0.174113
shop,1,-4.661442,0.174113
ok,2,35.08173,-3.428155
ok,2,32.40958,1.85235
kích thước,0,-40.210861,31.149326
ok,2,32.40958,1.85235
ok,2,32.40958,1.85235
ok,2,35.08173,-3.428155
ok,2,35.08173,-3.428155
hồng,4,-55.156124,8.478061
shop,1,-0.465529,-3.76755
ship qn bao nhiêu,3,-17.571247,-28.969799
ok,2,32.40958,1.85235
ok,2,35.08173,-3.428155
ok,2,32.40958,1.85235
nha,4,-64.674843,-23.261444
shop,1,-6.381919,-4.876747
link,4,-67.654152,34.548561
link,4,-67.653885,34.548706
ok,2,32.40958,1.85235
oh cảm ơn,0,-6.236441,42.539856
ok shop,4,-33.475349,-15.869006
shop,1,-2.231305,1.527765
ok,2,32.40958,1.85235
ok,2,32.40958,1.85235
ok,2,32.40958,1.85235
phí ship bao nhiêu,3,-19.938158,-47.122272
cảm ơn shop đặt link shopee,0,-4.683072,23.08252
shop,1,-0.465529,-3.76755
ok,2,35.08173,-3.428155
ok,2,35.08173,-3.428155
ok shop,4,-32.801422,-16.080576
ok,2,35.08173,-3.428155
ok,2,32.40958,1.85235
ok,2,32.40958,1.85235
ok,2,35.08173,-3.428155
phí ship bao nhiêu,3,-19.936087,-47.126522
shop,1,-1.775198,-2.062608
xe shop,4,-29.972263,6.662557
ok,2,35.08173,-3.428155
ok,2,35.08173,-3.428155
ok,2,35.08173,-3.428155
shop,1,-0.465529,-3.76755
shop,1,-0.465529,-3.76755
giao biên hoà phí ship bao bao nhiêu zy,0,-15.234497,39.337051
kích thước,0,-39.704365,32.525822
shop,1,-0.465529,-3.76755
ok,2,35.08173,-3.428155
ok,2,32.40958,1.85235
ok shop,4,-32.81012,-16.071377
ok,2,32.40958,1.85235
ok,2,35.08173,-3.428155
ok,2,35.08173,-3.428155
xanh,4,-52.918278,11.769463
phí ship bao nhiêu,3,-20.1905,-47.516994
link,4,-67.653961,34.549091
ok shop,4,-32.877911,-16.685286
ok,2,35.08173,-3.428155
ok,2,32.40958,1.85235
ok,2,35.08173,-3.428155
